Company Name,Executive First Name,Executive Last Name,Address,City,State,ZIP Code,Record Type,Longitude,Latitude,Primary NAICS Description,Primary SIC Description
Ucla,,,150 S Barrington Ave,Los Angeles,CA,90049,Verified,-118.468597,34.06392,Psychiatric & Substance Abuse Hospitals,Psychiatric Hospitals
Universal Health Svc Inc,,,12396 World Trade Dr # 219,San Diego,CA,92128,Verified,-117.068373,32.987725,Psychiatric & Substance Abuse Hospitals,Psychiatric Hospitals
Acute-Diversified Psych Group,Gjames J,Gruver,415 N State College Blvd,Anaheim,CA,92806,Verified,-117.889474,33.844622,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Advanced T M S Ctr,Kevin,Kinback,26391 Crown Valley Pkwy # 110,Mission Viejo,CA,92691,Verified,-117.658612,33.564014,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Alan J Drucker MD Inc,Michael,Smith,400 S Farrell Dr # B201,Palm Springs,CA,92262,Verified,-116.517975,33.817746,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Amal Tanagho Psychiatric Svc,Amal B,Tanagho,16872 Bolsa Chica St # 201,Huntington Beach,CA,92649,Verified,-118.040956,33.716977,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
"Ayupan, Normita MD",Normita,Ayupan,101 Jose Figueres Ave,San Jose,CA,95116,Verified,-121.848608,37.358381,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Barenstein Veronica Ph D,Veronica,Barenstein,10921 Wilshire Blvd # 613,Los Angeles,CA,90024,Verified,-118.444869,34.058903,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Bay Area Psychiatric Group,Rina,Budhai,5674 Stoneridge Dr # 116,Pleasanton,CA,94588,Verified,-121.887526,37.690344,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Beachside Therapy & Assessment,,,152 S Lasky Dr,Beverly Hills,CA,90212,Verified,-118.409714,34.065166,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Behavioral Health Svc,Thomas K,Burchard,576 Hartnell St # 300,Monterey,CA,93940,Verified,-121.896047,36.59523,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Bijanpour Psychiatric Med Grp,Kamal,Bijanpour,3000 S Robertson Blvd # 270,Los Angeles,CA,90034,Verified,-118.389471,34.032292,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Brighter Futures,Gary,Garewal,1021 Columbus St,Bakersfield,CA,93305,Verified,-118.983137,35.397399,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
California Psychcare Inc,Leili,Zarbakhsh,1310 W Stewart Dr # 404,Orange,CA,92868,Verified,-117.866451,33.781834,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Central Coast Psychiatrist,Jacqui,Portugal,1035 Peach St # 201,San Luis Obispo,CA,93401,Verified,-120.662498,35.284328,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Central Star Community Svc,,,2140 Merced St,Fresno,CA,93721,Verified,-119.791629,36.73801,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Children & Adolescent Psych,Tricia,Watters,3331 Power Inn Rd # 140,Sacramento,CA,95826,Verified,-121.407712,38.543381,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Childrens Health Council,Glen R,Elliott,650 Clark Way,Palo Alto,CA,94304,Verified,-122.178519,37.438942,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Clearlake Veterans Affairs,Theresa,Timmons,15145 Lakeshore Dr,Clearlake,CA,95422,Verified,-122.628587,38.949376,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Coastal Psychiatric Medical,Roberta,Tobin,12835 Pointe Del Mar Way # 1,Del Mar,CA,92014,Verified,-117.242692,32.932508,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
College Community Svc,Bruce D,Appelbaum,12800 Garden Grove Blvd # F,Garden Grove,CA,92843,Verified,-117.909226,33.773942,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
College Hospital,Michelle,Arstoff,1634 W 19th St # C,Santa Ana,CA,92706,Verified,-117.890548,33.761559,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Community Behavioral Health,Aleksandr,Vydro,7171 N Cedar Ave,Fresno,CA,93720,Verified,-119.757485,36.840426,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Community Psychiatry,,,1140 Norman Dr,Manteca,CA,95336,Verified,-121.199502,37.793986,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Community Psychiatry Assoc,,,2180 Harvard St # 210,Sacramento,CA,95815,Verified,-121.434518,38.60604,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Comprehensive Psychiatric Svc,Rene,Walden,39420 Liberty St # 265,Fremont,CA,94538,Verified,-121.97912,37.549377,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Comprehensive Psychiatric Svc,Harvey J,Widroe,5924 Stoneridge Dr,Pleasanton,CA,94588,Verified,-121.899009,37.690801,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Comprehensive Psychiatric Svc,,,1730 Hamilton Ave,San Jose,CA,95125,Verified,-121.916514,37.294082,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
County Of Riverside,Jaswinder K,Walia,2085 Rustin Ave,Riverside,CA,92507,Verified,-117.336615,33.993455,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
County Sanbernardino,Nerissa V,Galang-Feather,303 E Vanderbilt Way,San Bernardino,CA,92415,Verified,-117.277803,34.068718,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
D B Hirsch,Richard,Schultz,1540 E Colorado St,Glendale,CA,91205,Verified,-118.229831,34.142723,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Denise Budden-Potts Phd,Denise,Budden,1634 Bay Hill Dr,San Marcos,CA,92069,Verified,-117.15886,33.170261,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Department-Behavioral Health,Than,Myint,2940 Inland Empire Blvd,Ontario,CA,91764,Verified,-117.587949,34.070133,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
"Desai, David P MD",David P,Desai,1001 E Latham Ave # B,Hemet,CA,92543,Verified,-116.961801,33.748996,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Didi Hirsch Cmnty Mental Hlth,Dainius V,Mulokas,4760 Sepulveda Blvd,Culver City,CA,90230,Verified,-118.403787,34.001591,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
"Dietch, Judith K Phd",Judith K,Dietch,200 S Main St # D,Templeton,CA,93465,Verified,-120.703812,35.551434,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Doctors Medical Plaza,Nidia,Colomer,5343 Riverside Dr,Chino,CA,91710,Verified,-117.687659,34.01867,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Dr Judy,Judy,Rosenberg,1407 Foothill Blvd # 225,La Verne,CA,91750,Verified,-117.776695,34.117315,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Dr Sophie Duriez M D Apc,Sophie F,Duriez,9400 Brighton Way # 407,Beverly Hills,CA,90210,Verified,-118.401043,34.070273,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Elsie Echevarria Lmft,,,2030 E 4th St # 255g,Santa Ana,CA,92705,Verified,-117.837745,33.747553,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Epstein-Graval Linda,,,28581 Old Town Front St # 212,Temecula,CA,92590,Verified,-117.150097,33.493946,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Exodus Recovery,,,2245 Elm Ave,Long Beach,CA,90806,Verified,-118.188477,33.797971,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Exodus Recovery Inc,,,11444 W Washington Blvd,Los Angeles,CA,90066,Verified,-118.415492,34.001835,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Friedman Psychiatric Med Group,David,Friedman,5769 Uplander Way,Culver City,CA,90230,Verified,-118.385086,33.985454,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Gateway Clinic,,,211 Gough St,San Francisco,CA,94102,Verified,-122.422984,37.775333,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Gateway Psychiatric Svc Sn,,,211 Gough St # 211,San Francisco,CA,94102,Verified,-122.422984,37.775333,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
"Gold, Vivian",Vivian,Gold,3235 Kelton Ave,Los Angeles,CA,90034,Verified,-118.42022,34.026242,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
"Greils, Howard M MD",Howard M,Greils,963 W Avenue J,Lancaster,CA,93534,Verified,-118.147582,34.689865,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Hamlin Psyche Ctr,Thomas A,Curtis,4300 Long Beach Blvd # 240,Long Beach,CA,90807,Verified,-118.189263,33.836506,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Healthy & Happy America,Melissa,Jimenez,8350 Archibald Ave # 130,Rancho Cucamonga,CA,91730,Verified,-117.594524,34.102047,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
"Horowitz, Donald B MD",Donald B,Horowitz,8632 Archibald Ave # 202,Rancho Cucamonga,CA,91730,Verified,-117.593832,34.096616,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Howard M Greils MD Inc,Howard M,Greils,4000 Macarthur Blvd # 652,Newport Beach,CA,92660,Verified,-117.861726,33.660225,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Impact Behavioral Medicine,,,2707 E Valley Blvd # 210,West Covina,CA,91792,Verified,-117.886895,34.003323,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Indigo Psych Inc,Robert,Altman,12443 Lewis St # 101,Garden Grove,CA,92840,Verified,-117.897537,33.78214,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Inland Psychatric Med Group,,,11800 Central Ave,Chino,CA,91710,Verified,-117.689636,34.038773,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Inland Psychiatric Med Group,Gloria,Arzate,1809 W Redlands Blvd,Redlands,CA,92373,Verified,-117.215166,34.062267,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Inland Psychiatric Medical Grp,Jennifer B,Bilimoria,540 W Baseline Rd # 3,Claremont,CA,91711,Verified,-117.723264,34.121015,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Inland Psychic Redlands,Elysia,Caldwell,255 Terracina Blvd # 204,Redlands,CA,92373,Verified,-117.205403,34.038061,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Inlandpsych Redlands Inc,Janee,Both-Gragg,701 Highland Springs Ave # 7,Beaumont,CA,92223,Verified,-116.947591,33.931858,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Interim Psychiatric Care,Nakai,Kinder,9327 Fairway View Pl # 110,Rancho Cucamonga,CA,91730,Verified,-117.559593,34.08384,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
IPMG,,,1001 E Latham Ave,Hemet,CA,92543,Verified,-116.961801,33.748996,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Jack J Wu MD Inc,Sophia,Nowrooz,6520 Platt Ave # 726,West Hills,CA,91307,Verified,-118.642623,34.188968,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Joelle Rabow Maletis Ma Ed,Joelle,Rabow Maletis,292 Gibraltar Dr # 100,Sunnyvale,CA,94089,Verified,-122.015463,37.409147,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
John R Moeller MD Inc,John R,Moeller,24050 Madison St # 107,Torrance,CA,90505,Verified,-118.347918,33.80618,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Joshua Freedman-Corycampbell,Joshua,Freedman,921 Westwood Blvd # 220,Los Angeles,CA,90024,Verified,-118.445652,34.063154,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
"Kyaw, Soe-Moe MD",Soe-Moe,Kyaw,585 N Mountain Ave # B,Upland,CA,91786,Verified,-117.670316,34.101382,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Lake County Behavioral Health,Lydia C,Ditirro,6302 13th Ave,Lucerne,CA,95458,Verified,-122.789771,39.082396,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
"Lerner, Stuart MD",Stuart,Lerner,3721 Oceanhill Way,Malibu,CA,90265,Verified,-118.572483,34.04531,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Linda Arbiter Maryland Mft,,,4910 Van Nuys Blvd # 301,Sherman Oaks,CA,91403,Verified,-118.447795,34.159705,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Luisa B Fijman MD,,,5030 Camino DE LA Siesta # 308,San Diego,CA,92108,Verified,-117.161089,32.764948,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Lynn Winsten Clinical Psycholo,,,1509 Terrace St,Albany,CA,94706,Verified,-122.286824,37.885888,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
"Malekzadeh, Taghi",Taghi,Malekzadeh,1732 Morning Dove Ln,Redlands,CA,92373,Verified,-117.21387,34.046138,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Managed Health Network,,,7755 Center Ave # 700,Huntington Beach,CA,92647,Verified,-117.99499,33.734708,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Maria Sardinias Ctr,Maria,Valdez,1465 30th St # K,San Diego,CA,92154,Verified,-117.129949,32.721124,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Mhrc-Mission Viejo,Bill,Arelanes,23228 Madero,Mission Viejo,CA,92691,Verified,-117.679616,33.625895,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
"Moore, Kathleen L Phd",Kathleen L,Moore,1033 Gayley Ave # 108,Los Angeles,CA,90024,Verified,-118.447702,34.061235,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Morgan Hill Psychiatry Inc,,,16275 Monterey St # C,Morgan Hill,CA,95037,Verified,-121.645433,37.116378,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Noble Geropsychiatric Med Grp,K L,Kamel,5405 Alton Pkwy # A,Irvine,CA,92604,Verified,-117.787918,33.670885,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
North Inland Mhc,Amy,Dewar,125 W Mission Ave # 103,Escondido,CA,92025,Verified,-117.086165,33.129612,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Orange County Behavioral,Charles S,Huffman,1200 N Main St # 201,Santa Ana,CA,92701,Verified,-117.868129,33.755172,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
P A-T-H-S Psych & Therapeutic,,,550 W Vista Way,Vista,CA,92083,Verified,-117.253527,33.195611,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Pacific Psychiatry Inc,Chris,Depew,1551 Bishop St # 150,San Luis Obispo,CA,93401,Verified,-120.645634,35.274271,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Pacific Psychiatry-Anesthesia,Earl,DE Guzman,1151 Dove St # 115,Newport Beach,CA,92660,Verified,-117.865785,33.660476,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Pamoja Enterprise Inc,Mumbi L,Ngunjiri,3400 W Ball Rd # 100b,Anaheim,CA,92804,Verified,-118.008303,33.816935,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
"Pardo, Nicole K MD",Nicole K,Pardo,2230 Stockton Blvd,Sacramento,CA,95817,Verified,-121.459193,38.555507,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Paul R Puri M D Inc,Paul R,Puri,11980 San Vicente Blvd # 710,Los Angeles,CA,90049,Verified,-118.472018,34.051886,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Pearson Center For Alcoholism,,,3366 N Torrey Pines Ct,La Jolla,CA,92037,Verified,-117.241633,32.893589,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Penners Loewen & Symington,Melissa,Symington,200 E Del Mar Blvd # 126,Pasadena,CA,91105,Verified,-118.146358,34.140449,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Peter Forster MD,,,1605 W El Camino Real # 201,Mountain View,CA,94040,Verified,-122.0928,37.389799,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Peter Forster MD,,,5674 Stoneridge Dr,Pleasanton,CA,94588,Verified,-121.887526,37.690344,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Portols,Igor V,Hunkoff,679 S New Hampshire Ave # 400,Los Angeles,CA,90005,Verified,-118.29295,34.060619,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Professional Medical Group,Dominick,Addario,3010 1st Ave,San Diego,CA,92103,Verified,-117.164263,32.736772,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Psycare Inc,Robert,Friedman,12264 El Camino Real # 203,San Diego,CA,92130,Verified,-117.240799,32.939673,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Psycare Inc,Marlie,Heng,6386 Alvarado Ct # 210,San Diego,CA,92120,Verified,-117.060487,32.776448,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Psychiatric Centers,Dennis,Ordas,328 Encinitas Blvd # 100,Encinitas,CA,92024,Verified,-117.283634,33.049468,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Psychiatric Center-San Diego,Saba,Chammas,4542 Ruffner St # 200,San Diego,CA,92111,Verified,-117.157693,32.823057,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Psychiatric Comprehensive,,,5030 Business Center Dr # 220,Fairfield,CA,94534,Verified,-122.142776,38.217908,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Psychiatric Rehabilitation,Charles,Wallace Iii,9259 Louise Ave,Northridge,CA,91325,Verified,-118.511648,34.239216,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
Psychiatric Wellness Ctr Inc,Elsa C,Cruz,30300 Agoura Rd # 195,Agoura Hills,CA,91301,Verified,-118.783598,34.145108,Psychiatric & Substance Abuse Hospitals,Psychiatric Treatment Facilities
